filename,class_name,class_index
n03532672_hook.JPEG,hook,600
n03534580_hoopskirt.JPEG,hoopskirt,601
n03535780_horizontal_bar.JPEG,horizontal bar,602
n03538406_horse_cart.JPEG,horse cart,603
n03544143_hourglass.JPEG,hourglass,604
n03584254_iPod.JPEG,iPod,605
n03584829_iron.JPEG,iron,606
n03590841_jack-o'-lantern.JPEG,jack-o'-lantern,607
n03594734_jean.JPEG,jean,608
n03594945_jeep.JPEG,jeep,609
n03595614_jersey.JPEG,jersey,610
n03598930_jigsaw_puzzle.JPEG,jigsaw puzzle,611
n03599486_jinrikisha.JPEG,jinrikisha,612
n03602883_joystick.JPEG,joystick,613
n03617480_kimono.JPEG,kimono,614
n03623198_knee_pad.JPEG,knee pad,615
n03627232_knot.JPEG,knot,616
n03630383_lab_coat.JPEG,lab coat,617
n03633091_ladle.JPEG,ladle,618
n03637318_lampshade.JPEG,lampshade,619
n03642806_laptop.JPEG,laptop,620
n03649909_lawn_mower.JPEG,lawn mower,621
n03657121_lens_cap.JPEG,lens cap,622
n03658185_letter_opener.JPEG,letter opener,623
n03661043_library.JPEG,library,624
n03662601_lifeboat.JPEG,lifeboat,625
n03666591_lighter.JPEG,lighter,626
n03670208_limousine.JPEG,limousine,627
n03673027_liner.JPEG,liner,628
n03676483_lipstick.JPEG,lipstick,629
n03680355_Loafer.JPEG,Loafer,630
n03690938_lotion.JPEG,lotion,631
n03691459_loudspeaker.JPEG,loudspeaker,632
n03692522_loupe.JPEG,loupe,633
n03697007_lumbermill.JPEG,lumbermill,634
n03706229_magnetic_compass.JPEG,magnetic compass,635
n03709823_mailbag.JPEG,mailbag,636
n03710193_mailbox.JPEG,mailbox,637
n03710637_maillot.JPEG,maillot,639
n03710721_maillot.JPEG,maillot,639
n03717622_manhole_cover.JPEG,manhole cover,640
n03720891_maraca.JPEG,maraca,641
n03721384_marimba.JPEG,marimba,642
n03724870_mask.JPEG,mask,643
n03729826_matchstick.JPEG,matchstick,644
n03733131_maypole.JPEG,maypole,645
n03733281_maze.JPEG,maze,646
n03733805_measuring_cup.JPEG,measuring cup,647
n03742115_medicine_chest.JPEG,medicine chest,648
n03743016_megalith.JPEG,megalith,649
n03759954_microphone.JPEG,microphone,650
n03761084_microwave.JPEG,microwave,651
n03763968_military_uniform.JPEG,military uniform,652
n03764736_milk_can.JPEG,milk can,653
n03769881_minibus.JPEG,minibus,654
n03770439_miniskirt.JPEG,miniskirt,655
n03770679_minivan.JPEG,minivan,656
n03773504_missile.JPEG,missile,657
n03775071_mitten.JPEG,mitten,658
n03775546_mixing_bowl.JPEG,mixing bowl,659
n03776460_mobile_home.JPEG,mobile home,660
n03777568_Model_T.JPEG,Model T,661
n03777754_modem.JPEG,modem,662
n03781244_monastery.JPEG,monastery,663
n03782006_monitor.JPEG,monitor,664
n03785016_moped.JPEG,moped,665
n03786901_mortar.JPEG,mortar,666
n03787032_mortarboard.JPEG,mortarboard,667
n03788195_mosque.JPEG,mosque,668
n03788365_mosquito_net.JPEG,mosquito net,669
n03791053_motor_scooter.JPEG,motor scooter,670
n03792782_mountain_bike.JPEG,mountain bike,671
n03792972_mountain_tent.JPEG,mountain tent,672
n03793489_mouse.JPEG,mouse,673
n03794056_mousetrap.JPEG,mousetrap,674
n03796401_moving_van.JPEG,moving van,675
n03803284_muzzle.JPEG,muzzle,676
n03804744_nail.JPEG,nail,677
n03814639_neck_brace.JPEG,neck brace,678
n03814906_necklace.JPEG,necklace,679
n03825788_nipple.JPEG,nipple,680
n03832673_notebook.JPEG,notebook,681
n03837869_obelisk.JPEG,obelisk,682
n03838899_oboe.JPEG,oboe,683
n03840681_ocarina.JPEG,ocarina,684
n03841143_odometer.JPEG,odometer,685
n03843555_oil_filter.JPEG,oil filter,686
n03854065_organ.JPEG,organ,687
n03857828_oscilloscope.JPEG,oscilloscope,688
n03866082_overskirt.JPEG,overskirt,689
n03868242_oxcart.JPEG,oxcart,690
n03868863_oxygen_mask.JPEG,oxygen mask,691
n03871628_packet.JPEG,packet,692
n03873416_paddle.JPEG,paddle,693
n03874293_paddlewheel.JPEG,paddlewheel,694
n03874599_padlock.JPEG,padlock,695
n03876231_paintbrush.JPEG,paintbrush,696
n03877472_pajama.JPEG,pajama,697
n03877845_palace.JPEG,palace,698
n03884397_panpipe.JPEG,panpipe,699
n03887697_paper_towel.JPEG,paper towel,700
n03888257_parachute.JPEG,parachute,701
n03888605_parallel_bars.JPEG,parallel bars,702
n03891251_park_bench.JPEG,park bench,703
n03891332_parking_meter.JPEG,parking meter,704
n03895866_passenger_car.JPEG,passenger car,705
n03899768_patio.JPEG,patio,706
n03902125_pay-phone.JPEG,pay-phone,707
n03903868_pedestal.JPEG,pedestal,708
n03908618_pencil_box.JPEG,pencil box,709
n03908714_pencil_sharpener.JPEG,pencil sharpener,710
n03916031_perfume.JPEG,perfume,711
n03920288_Petri_dish.JPEG,Petri dish,712
n03924679_photocopier.JPEG,photocopier,713
n03929660_pick.JPEG,pick,714
n03929855_pickelhaube.JPEG,pickelhaube,715
n03930313_picket_fence.JPEG,picket fence,716
n03930630_pickup.JPEG,pickup,717
n03933933_pier.JPEG,pier,718
n03935335_piggy_bank.JPEG,piggy bank,719
n03937543_pill_bottle.JPEG,pill bottle,720
n03938244_pillow.JPEG,pillow,721
n03942813_ping-pong_ball.JPEG,ping-pong ball,722
n03944341_pinwheel.JPEG,pinwheel,723
n03947888_pirate.JPEG,pirate,724
n03950228_pitcher.JPEG,pitcher,725
n03954731_plane.JPEG,plane,726
n03956157_planetarium.JPEG,planetarium,727
n03958227_plastic_bag.JPEG,plastic bag,728
n03961711_plate_rack.JPEG,plate rack,729
n03967562_plow.JPEG,plow,730
n03970156_plunger.JPEG,plunger,731
n03976467_Polaroid_camera.JPEG,Polaroid camera,732
n03976657_pole.JPEG,pole,733
n03977966_police_van.JPEG,police van,734
n03980874_poncho.JPEG,poncho,735
n03982430_pool_table.JPEG,pool table,736
n03983396_pop_bottle.JPEG,pop bottle,737
n03991062_pot.JPEG,pot,738
n03992509_potter's_wheel.JPEG,potter's wheel,739
n03995372_power_drill.JPEG,power drill,740
n03998194_prayer_rug.JPEG,prayer rug,741
n04004767_printer.JPEG,printer,742
n04005630_prison.JPEG,prison,743
n04008634_projectile.JPEG,projectile,744
n04009552_projector.JPEG,projector,745
n04019541_puck.JPEG,puck,746
n04023962_punching_bag.JPEG,punching bag,747
n04026417_purse.JPEG,purse,748
n04033901_quill.JPEG,quill,749
n04033995_quilt.JPEG,quilt,750
n04037443_racer.JPEG,racer,751
n04039381_racket.JPEG,racket,752
n04040759_radiator.JPEG,radiator,753
n04041544_radio.JPEG,radio,754
n04044716_radio_telescope.JPEG,radio telescope,755
n04049303_rain_barrel.JPEG,rain barrel,756
n04065272_recreational_vehicle.JPEG,recreational vehicle,757
n04067472_reel.JPEG,reel,758
n04069434_reflex_camera.JPEG,reflex camera,759
n04070727_refrigerator.JPEG,refrigerator,760
n04074963_remote_control.JPEG,remote control,761
n04081281_restaurant.JPEG,restaurant,762
n04086273_revolver.JPEG,revolver,763
n04090263_rifle.JPEG,rifle,764
n04099969_rocking_chair.JPEG,rocking chair,765
n04111531_rotisserie.JPEG,rotisserie,766
n04116512_rubber_eraser.JPEG,rubber eraser,767
n04118538_rugby_ball.JPEG,rugby ball,768
n04118776_rule.JPEG,rule,769
n04120489_running_shoe.JPEG,running shoe,770
n04125021_safe.JPEG,safe,771
n04127249_safety_pin.JPEG,safety pin,772
n04131690_saltshaker.JPEG,saltshaker,773
n04133789_sandal.JPEG,sandal,774
n04136333_sarong.JPEG,sarong,775
n04141076_sax.JPEG,sax,776
n04141327_scabbard.JPEG,scabbard,777
n04141975_scale.JPEG,scale,778
n04146614_school_bus.JPEG,school bus,779
n04147183_schooner.JPEG,schooner,780
n04149813_scoreboard.JPEG,scoreboard,781
n04152593_screen.JPEG,screen,782
n04153751_screw.JPEG,screw,783
n04154565_screwdriver.JPEG,screwdriver,784
n04162706_seat_belt.JPEG,seat belt,785
n04179913_sewing_machine.JPEG,sewing machine,786
n04192698_shield.JPEG,shield,787
n04200800_shoe_shop.JPEG,shoe shop,788
n04201297_shoji.JPEG,shoji,789
n04204238_shopping_basket.JPEG,shopping basket,790
n04204347_shopping_cart.JPEG,shopping cart,791
n04208210_shovel.JPEG,shovel,792
n04209133_shower_cap.JPEG,shower cap,793
n04209239_shower_curtain.JPEG,shower curtain,794
n04228054_ski.JPEG,ski,795
n04229816_ski_mask.JPEG,ski mask,796
n04235860_sleeping_bag.JPEG,sleeping bag,797
n04238763_slide_rule.JPEG,slide rule,798
n04239074_sliding_door.JPEG,sliding door,799
n04243546_slot.JPEG,slot,800
n04251144_snorkel.JPEG,snorkel,801
n04252077_snowmobile.JPEG,snowmobile,802
n04252225_snowplow.JPEG,snowplow,803
n04254120_soap_dispenser.JPEG,soap dispenser,804
n04254680_soccer_ball.JPEG,soccer ball,805
n04254777_sock.JPEG,sock,806
n04258138_solar_dish.JPEG,solar dish,807
n04259630_sombrero.JPEG,sombrero,808
n04263257_soup_bowl.JPEG,soup bowl,809
n04264628_space_bar.JPEG,space bar,810
n04265275_space_heater.JPEG,space heater,811
n04266014_space_shuttle.JPEG,space shuttle,812
n04270147_spatula.JPEG,spatula,813
n04273569_speedboat.JPEG,speedboat,814
n04275548_spider_web.JPEG,spider web,815
n04277352_spindle.JPEG,spindle,816
n04285008_sports_car.JPEG,sports car,817
n04286575_spotlight.JPEG,spotlight,818
n04296562_stage.JPEG,stage,819
n04310018_steam_locomotive.JPEG,steam locomotive,820
n04311004_steel_arch_bridge.JPEG,steel arch bridge,821
n04311174_steel_drum.JPEG,steel drum,822
n04317175_stethoscope.JPEG,stethoscope,823
n04325704_stole.JPEG,stole,824
n04326547_stone_wall.JPEG,stone wall,825
n04328186_stopwatch.JPEG,stopwatch,826
n04330267_stove.JPEG,stove,827
n04332243_strainer.JPEG,strainer,828
n04335435_streetcar.JPEG,streetcar,829
n04336792_stretcher.JPEG,stretcher,830
n04344873_studio_couch.JPEG,studio couch,831
n04346328_stupa.JPEG,stupa,832
n04347754_submarine.JPEG,submarine,833
n04350905_suit.JPEG,suit,834
n04355338_sundial.JPEG,sundial,835
n04355933_sunglass.JPEG,sunglass,836
n04356056_sunglasses.JPEG,sunglasses,837
n04357314_sunscreen.JPEG,sunscreen,838
n04366367_suspension_bridge.JPEG,suspension bridge,839
n04367480_swab.JPEG,swab,840
n04370456_sweatshirt.JPEG,sweatshirt,841
n04371430_swimming_trunks.JPEG,swimming trunks,842
n04371774_swing.JPEG,swing,843
n04372370_switch.JPEG,switch,844
n04376876_syringe.JPEG,syringe,845
n04380533_table_lamp.JPEG,table lamp,846
n04389033_tank.JPEG,tank,847
n04392985_tape_player.JPEG,tape player,848
n04398044_teapot.JPEG,teapot,849
n04399382_teddy.JPEG,teddy,850
n04404412_television.JPEG,television,851
n04409515_tennis_ball.JPEG,tennis ball,852
n04417672_thatch.JPEG,thatch,853
n04418357_theater_curtain.JPEG,theater curtain,854
n04423845_thimble.JPEG,thimble,855
n04428191_thresher.JPEG,thresher,856
n04429376_throne.JPEG,throne,857
n04435653_tile_roof.JPEG,tile roof,858
n04442312_toaster.JPEG,toaster,859
n04443257_tobacco_shop.JPEG,tobacco shop,860
n04447861_toilet_seat.JPEG,toilet seat,861
n04456115_torch.JPEG,torch,862
n04458633_totem_pole.JPEG,totem pole,863
n04461696_tow_truck.JPEG,tow truck,864
n04462240_toyshop.JPEG,toyshop,865
n04465501_tractor.JPEG,tractor,866
n04467665_trailer_truck.JPEG,trailer truck,867
n04476259_tray.JPEG,tray,868
n04479046_trench_coat.JPEG,trench coat,869
n04482393_tricycle.JPEG,tricycle,870
n04483307_trimaran.JPEG,trimaran,871
n04485082_tripod.JPEG,tripod,872
n04486054_triumphal_arch.JPEG,triumphal arch,873
n04487081_trolleybus.JPEG,trolleybus,874
n04487394_trombone.JPEG,trombone,875
n04493381_tub.JPEG,tub,876
n04501370_turnstile.JPEG,turnstile,877
n04505470_typewriter_keyboard.JPEG,typewriter keyboard,878
n04507155_umbrella.JPEG,umbrella,879
n04509417_unicycle.JPEG,unicycle,880
n04515003_upright.JPEG,upright,881
n04517823_vacuum.JPEG,vacuum,882
n04522168_vase.JPEG,vase,883
n04523525_vault.JPEG,vault,884
n04525038_velvet.JPEG,velvet,885
n04525305_vending_machine.JPEG,vending machine,886
n04532106_vestment.JPEG,vestment,887
n04532670_viaduct.JPEG,viaduct,888
n04536866_violin.JPEG,violin,889
n04540053_volleyball.JPEG,volleyball,890
n04542943_waffle_iron.JPEG,waffle iron,891
n04548280_wall_clock.JPEG,wall clock,892
n04548362_wallet.JPEG,wallet,893
n04550184_wardrobe.JPEG,wardrobe,894
n04552348_warplane.JPEG,warplane,895
n04553703_washbasin.JPEG,washbasin,896
n04554684_washer.JPEG,washer,897
n04557648_water_bottle.JPEG,water bottle,898
n04560804_water_jug.JPEG,water jug,899
n04562935_water_tower.JPEG,water tower,900
n04579145_whiskey_jug.JPEG,whiskey jug,901
n04579432_whistle.JPEG,whistle,902
n04584207_wig.JPEG,wig,903
n04589890_window_screen.JPEG,window screen,904
n04590129_window_shade.JPEG,window shade,905
n04591157_Windsor_tie.JPEG,Windsor tie,906
n04591713_wine_bottle.JPEG,wine bottle,907
n04592741_wing.JPEG,wing,908
n04596742_wok.JPEG,wok,909
n04597913_wooden_spoon.JPEG,wooden spoon,910
n04599235_wool.JPEG,wool,911
n04604644_worm_fence.JPEG,worm fence,912
n04606251_wreck.JPEG,wreck,913
n04612504_yawl.JPEG,yawl,914
n04613696_yurt.JPEG,yurt,915
n06359193_web_site.JPEG,web site,916
n06596364_comic_book.JPEG,comic book,917
n06785654_crossword_puzzle.JPEG,crossword puzzle,918
n06794110_street_sign.JPEG,street sign,919
n06874185_traffic_light.JPEG,traffic light,920
n07248320_book_jacket.JPEG,book jacket,921
n07565083_menu.JPEG,menu,922
n07579787_plate.JPEG,plate,923
n07583066_guacamole.JPEG,guacamole,924
n07584110_consomme.JPEG,consomme,925
n07590611_hot_pot.JPEG,hot pot,926
n07613480_trifle.JPEG,trifle,927
n07614500_ice_cream.JPEG,ice cream,928
n07615774_ice_lolly.JPEG,ice lolly,929
n07684084_French_loaf.JPEG,French loaf,930
n07693725_bagel.JPEG,bagel,931
n07695742_pretzel.JPEG,pretzel,932
n07697313_cheeseburger.JPEG,cheeseburger,933
n07697537_hotdog.JPEG,hotdog,934
n07711569_mashed_potato.JPEG,mashed potato,935
n07714571_head_cabbage.JPEG,head cabbage,936
n07714990_broccoli.JPEG,broccoli,937
n07715103_cauliflower.JPEG,cauliflower,938
n07716358_zucchini.JPEG,zucchini,939
n07716906_spaghetti_squash.JPEG,spaghetti squash,940
n07717410_acorn_squash.JPEG,acorn squash,941
n07717556_butternut_squash.JPEG,butternut squash,942
n07718472_cucumber.JPEG,cucumber,943
n07718747_artichoke.JPEG,artichoke,944
n07720875_bell_pepper.JPEG,bell pepper,945
n07730033_cardoon.JPEG,cardoon,946
n07734744_mushroom.JPEG,mushroom,947
n07742313_Granny_Smith.JPEG,Granny Smith,948
n07745940_strawberry.JPEG,strawberry,949
n07747607_orange.JPEG,orange,950
n07749582_lemon.JPEG,lemon,951
n07753113_fig.JPEG,fig,952
n07753275_pineapple.JPEG,pineapple,953
n07753592_banana.JPEG,banana,954
n07754684_jackfruit.JPEG,jackfruit,955
n07760859_custard_apple.JPEG,custard apple,956
n07768694_pomegranate.JPEG,pomegranate,957
n07802026_hay.JPEG,hay,958
n07831146_carbonara.JPEG,carbonara,959
n07836838_chocolate_sauce.JPEG,chocolate sauce,960
n07860988_dough.JPEG,dough,961
n07871810_meat_loaf.JPEG,meat loaf,962
n07873807_pizza.JPEG,pizza,963
n07875152_potpie.JPEG,potpie,964
n07880968_burrito.JPEG,burrito,965
n07892512_red_wine.JPEG,red wine,966
n07920052_espresso.JPEG,espresso,967
n07930864_cup.JPEG,cup,968
n07932039_eggnog.JPEG,eggnog,969
n09193705_alp.JPEG,alp,970
n09229709_bubble.JPEG,bubble,971
n09246464_cliff.JPEG,cliff,972
n09256479_coral_reef.JPEG,coral reef,973
n09288635_geyser.JPEG,geyser,974
n09332890_lakeside.JPEG,lakeside,975
n09399592_promontory.JPEG,promontory,976
n09421951_sandbar.JPEG,sandbar,977
n09428293_seashore.JPEG,seashore,978
n09468604_valley.JPEG,valley,979
n09472597_volcano.JPEG,volcano,980
n09835506_ballplayer.JPEG,ballplayer,981
n10148035_groom.JPEG,groom,982
n10565667_scuba_diver.JPEG,scuba diver,983
n11879895_rapeseed.JPEG,rapeseed,984
n11939491_daisy.JPEG,daisy,985
n12057211_yellow_lady's_slipper.JPEG,yellow lady's slipper,986
n12144580_corn.JPEG,corn,987
n12267677_acorn.JPEG,acorn,988
n12620546_hip.JPEG,hip,989
n12768682_buckeye.JPEG,buckeye,990
n12985857_coral_fungus.JPEG,coral fungus,991
n12998815_agaric.JPEG,agaric,992
n13037406_gyromitra.JPEG,gyromitra,993
n13040303_stinkhorn.JPEG,stinkhorn,994
n13044778_earthstar.JPEG,earthstar,995
n13052670_hen-of-the-woods.JPEG,hen-of-the-woods,996
n13054560_bolete.JPEG,bolete,997
n13133613_ear.JPEG,ear,998
n15075141_toilet_tissue.JPEG,toilet tissue,999
